record_id,customer_id,timestamp,hour,day_of_week,month,is_weekend,season,customer_type,age,monthly_income_usd,household_size,home_area_sqft,appliance_count,has_solar_panel,has_ev,tariff_scheme,contract_type,temperature_c,humidity_percent,peak_hour,price_per_kwh,ac_usage_hours,heater_usage_hours,washing_machine_usage,lighting_usage_hours,cooking_usage_hours,entertainment_usage_hours,ev_charging_kwh,electricity_consumption_kwh,pricing_influence_score,weather_influence_score,appliance_influence_score,household_influence_score,previous_hour_consumption_kwh,previous_day_same_hour_consumption_kwh,rolling_24h_avg_consumption_kwh,consumption_behavior_category
13944,10314,2026-08-04 23:00:00,23,1,8,0,Summer,Residential,50,2526,7,902,9,0,1,Flat,Basic,26.47,65.6,0,0.1478,0.454,0.054,0,0.789,0.128,0.228,1.471,2.917,0.28,3.632,2.341,4.072,3.82,2.011,2.011,Peak_Intensive_Usage
958,10315,2025-02-09 21:00:00,21,6,2,1,Winter,Medium_Commercial,43,692,2,659,5,0,1,Peak_Valley,Basic,7.98,81.33,1,0.2265,0.081,0.746,0,0.707,0.504,0.363,0.581,3.115,8.15,11.582,1.927,1.759,3.115,3.115,3.115,Peak_Intensive_Usage
4130,10315,2025-06-22 01:00:00,1,6,6,1,Summer,Residential,36,3949,5,2657,20,0,0,Flat,Basic,26.82,61.04,0,0.1325,0.389,0.004,0,0.764,0.09,0.0,0.0,1.717,1.25,3.667,0.734,6.007,3.115,2.416,2.416,Moderate_Usage
4310,10315,2025-06-29 13:00:00,13,6,6,1,Summer,Residential,43,2554,4,505,9,0,0,Flat,Premium_Service,37.51,54.51,0,0.1428,1.0,0.109,0,0.242,0.694,0.29,0.0,2.582,0.22,11.907,1.723,2.625,1.717,2.471,2.471,High_Usage
4458,10315,2025-07-05 17:00:00,17,5,7,1,Summer,Small_Commercial,39,5303,6,1043,15,0,0,Peak_Valley,Basic,32.21,42.32,0,0.1264,0.909,0.064,1,0.26,0.133,0.162,0.0,3.038,1.86,8.542,1.777,4.343,2.582,2.613,2.613,Peak_Intensive_Usage
4988,10315,2025-07-27 19:00:00,19,6,7,1,Summer,Residential,35,2299,4,673,10,0,0,Peak_Valley,Premium_Service,31.02,60.26,1,0.2062,0.565,0.02,0,0.645,0.614,0.671,0.0,2.06,6.12,6.778,1.294,2.873,3.038,2.502,2.502,Moderate_Usage
5262,10315,2025-08-08 05:00:00,5,4,8,0,Summer,Small_Commercial,73,2503,6,1184,10,0,0,Flat,Green_Energy,30.0,50.79,0,0.1457,0.494,0.047,0,1.0,0.069,0.249,0.0,2.099,0.07,6.46,1.031,4.084,2.06,2.435,2.435,Moderate_Usage
6369,10315,2025-09-23 08:00:00,8,1,9,0,Autumn,Residential,54,2649,5,833,21,0,1,Time_of_Use,Basic,26.74,55.7,1,0.1943,0.459,0.047,0,0.249,0.652,0.638,0.0,2.286,4.93,3.77,1.082,4.263,2.099,2.414,2.414,High_Usage
7763,10315,2025-11-20 10:00:00,10,3,11,0,Autumn,Residential,35,4654,4,1396,21,0,0,Peak_Valley,Premium_Service,32.84,56.99,0,0.1217,1.0,0.014,0,0.067,0.213,0.055,0.0,2.001,2.33,8.281,1.329,4.476,2.286,2.362,2.362,Moderate_Usage
8296,10315,2025-12-12 15:00:00,15,4,12,0,Winter,Small_Commercial,46,1095,2,673,24,0,0,Peak_Valley,Green_Energy,18.06,63.63,0,0.1146,0.077,0.024,0,0.371,0.12,0.164,0.0,1.208,3.04,3.137,0.315,3.293,2.001,2.234,2.234,Low_Usage
8867,10315,2026-01-05 10:00:00,10,0,1,0,Winter,Small_Commercial,70,4634,5,1790,15,0,0,Peak_Valley,Basic,16.73,63.74,0,0.1149,0.144,0.006,0,0.0,0.0,0.23,0.0,1.567,3.01,4.14,0.237,4.74,1.208,2.167,2.167,Low_Usage
9392,10315,2026-01-27 07:00:00,7,1,1,0,Winter,Residential,28,6668,6,2107,21,0,0,Peak_Valley,Green_Energy,11.43,77.48,1,0.2279,0.059,0.566,0,0.086,0.499,0.635,0.0,2.357,8.29,8.802,1.039,5.887,1.567,2.185,2.185,High_Usage
9897,10315,2026-02-17 08:00:00,8,1,2,0,Winter,Residential,43,2483,1,2507,18,0,1,Flat,Basic,10.1,68.47,1,0.1507,0.164,0.821,0,0.171,0.621,0.858,0.0,2.674,0.57,9.349,1.561,4.297,2.357,2.225,2.225,High_Usage
12934,10315,2026-06-23 21:00:00,21,1,6,0,Summer,Residential,36,1699,1,1905,9,0,0,Flat,Green_Energy,25.92,45.09,1,0.143,0.017,0.024,0,0.578,0.427,0.552,0.0,1.614,0.2,3.686,0.519,2.975,2.674,2.178,2.178,Moderate_Usage
13126,10315,2026-07-01 21:00:00,21,2,7,0,Summer,Small_Commercial,57,4447,7,740,15,0,0,Peak_Valley,Basic,25.78,54.11,1,0.2164,0.123,0.061,0,0.604,0.663,0.597,0.0,2.167,7.14,3.13,0.794,4.39,1.614,2.177,2.177,Moderate_Usage
54,10316,2025-01-03 05:00:00,5,4,1,0,Winter,Residential,57,1091,4,1910,11,0,0,Flat,Basic,9.3,83.87,0,0.1517,0.048,0.713,0,0.965,0.166,0.265,0.0,1.842,0.67,10.718,1.225,4.19,1.842,1.842,1.842,Moderate_Usage
720,10316,2025-01-30 23:00:00,23,3,1,0,Winter,Small_Commercial,53,6896,4,2421,6,0,0,Flat,Green_Energy,5.35,85.13,0,0.1423,0.035,0.975,0,0.894,0.055,0.247,0.0,2.616,0.27,13.744,1.417,4.301,1.842,2.229,2.229,High_Usage
1629,10316,2025-03-09 20:00:00,20,6,3,1,Spring,Residential,55,1361,1,1483,21,0,0,Flat,Premium_Service,17.93,71.74,1,0.1448,0.178,0.034,1,0.743,0.642,0.57,0.0,2.328,0.02,3.64,1.309,3.513,2.616,2.262,2.262,High_Usage
2398,10316,2025-04-10 21:00:00,21,3,4,0,Spring,Residential,40,2334,7,971,13,0,0,Peak_Valley,Basic,18.8,65.77,1,0.2201,0.118,0.096,0,0.599,0.589,0.685,0.0,1.775,7.51,2.688,0.817,4.461,2.328,2.14,2.14,Moderate_Usage
5668,10316,2025-08-25 03:00:00,3,0,8,0,Summer,Residential,49,4272,7,1888,25,0,0,Peak_Valley,Green_Energy,26.21,72.19,0,0.1154,0.447,0.055,0,0.544,0.149,0.015,0.0,1.66,2.96,3.767,0.818,6.338,1.775,2.044,2.044,Moderate_Usage
5834,10316,2025-09-01 01:00:00,1,0,9,0,Autumn,Small_Commercial,74,4979,1,1170,18,0,0,Flat,Green_Energy,16.94,75.43,0,0.1405,0.198,0.103,0,0.748,0.172,0.135,0.0,1.941,0.45,4.566,0.669,2.96,1.66,2.027,2.027,Moderate_Usage
5872,10316,2025-09-02 15:00:00,15,1,9,0,Autumn,Residential,49,3833,4,2011,8,0,0,Dynamic_Pricing,Basic,28.91,62.31,0,0.1238,0.339,0.106,0,0.231,0.133,0.029,0.0,1.399,2.12,5.298,0.645,4.051,1.941,1.937,1.937,Low_Usage
9625,10316,2026-02-06 00:00:00,0,4,2,0,Winter,Residential,41,7560,3,2788,8,0,0,Flat,Basic,7.72,76.97,0,0.1497,0.197,0.765,0,0.77,0.206,0.148,0.0,2.026,0.47,11.558,1.386,4.478,1.399,1.948,1.948,Moderate_Usage
10621,10316,2026-03-19 12:00:00,12,3,3,0,Spring,Residential,38,954,6,1748,16,1,0,Flat,Basic,32.05,63.53,0,0.1421,0.703,0.081,0,0.318,0.443,0.042,0.0,1.472,0.29,7.714,1.203,5.128,2.026,1.895,1.895,Low_Usage
11226,10316,2026-04-13 17:00:00,17,0,4,0,Spring,Residential,28,4682,6,2583,6,0,1,Time_of_Use,Basic,24.48,65.79,0,0.13,0.125,0.037,0,0.222,0.059,0.162,0.0,1.005,1.5,2.15,0.318,5.163,1.472,1.806,1.806,Low_Usage
11912,10316,2026-05-12 07:00:00,7,1,5,0,Spring,Residential,38,3466,6,1273,10,0,0,Peak_Valley,Basic,23.92,72.67,1,0.2097,0.073,0.037,0,0.142,0.507,0.718,0.0,1.631,6.47,2.074,0.541,4.173,1.005,1.79,1.79,Moderate_Usage
13746,10316,2026-07-27 17:00:00,17,0,7,0,Summer,Residential,62,6319,7,628,19,0,0,Peak_Valley,Green_Energy,30.59,43.1,0,0.1147,0.89,0.034,0,0.122,0.137,0.24,0.0,2.109,3.03,7.288,1.252,4.598,1.631,1.817,1.817,Moderate_Usage
14286,10316,2026-08-19 05:00:00,5,2,8,0,Summer,Small_Commercial,63,1771,2,486,5,0,1,Time_of_Use,Basic,35.76,63.41,0,0.1242,1.0,0.101,0,0.781,0.068,0.221,2.89,5.078,2.08,10.49,4.367,1.586,2.109,2.068,2.068,Peak_Intensive_Usage
14363,10316,2026-08-22 10:00:00,10,5,8,1,Summer,Residential,66,3602,5,1023,15,0,0,Flat,Basic,35.41,59.65,0,0.1409,1.0,0.104,1,0.186,0.0,0.155,0.0,2.57,0.41,10.075,1.854,3.973,5.078,2.104,2.104,High_Usage
1870,10317,2025-03-19 21:00:00,21,2,3,0,Spring,Residential,60,1397,3,1421,6,0,0,Peak_Valley,Basic,15.71,74.17,1,0.2097,0.125,0.096,0,0.708,0.512,0.593,0.0,1.485,6.47,5.426,0.806,2.951,1.485,1.485,1.485,Low_Usage
4207,10317,2025-06-25 06:00:00,6,2,6,0,Summer,Residential,67,2248,3,1408,15,0,0,Time_of_Use,Basic,31.77,51.35,0,0.1267,0.929,0.043,0,0.306,0.617,0.412,0.0,2.413,1.83,7.76,1.589,3.658,1.485,1.949,1.949,High_Usage
4713,10317,2025-07-16 08:00:00,8,2,7,0,Summer,Residential,52,6944,7,2475,5,0,0,Peak_Valley,Basic,35.22,59.04,1,0.2104,1.0,0.114,0,0.216,0.527,0.64,0.0,2.864,6.54,9.963,1.745,5.325,2.413,2.254,2.254,Peak_Intensive_Usage
4812,10317,2025-07-20 11:00:00,11,6,7,1,Summer,Residential,31,6878,4,2173,19,0,1,Flat,Green_Energy,37.08,50.32,0,0.1418,1.0,0.109,0,0.141,0.241,0.36,0.0,2.595,0.32,11.794,1.538,5.093,2.864,2.339,2.339,High_Usage
5584,10317,2025-08-21 15:00:00,15,3,8,0,Summer,Residential,43,2598,1,1340,11,1,0,Flat,Basic,38.01,59.07,0,0.1464,1.0,0.014,0,0.05,0.076,0.262,0.0,1.508,0.14,12.054,1.324,2.57,2.595,2.173,2.173,Low_Usage
5972,10317,2025-09-06 19:00:00,19,5,9,1,Autumn,Residential,48,2774,7,1922,11,0,0,Flat,Basic,19.71,71.92,1,0.1435,0.005,0.04,0,0.857,0.559,0.893,0.0,1.888,0.15,2.313,0.741,5.252,1.508,2.126,2.126,Moderate_Usage
6090,10317,2025-09-11 17:00:00,17,3,9,0,Autumn,Residential,28,2743,2,2114,9,0,0,Peak_Valley,Premium_Service,20.81,60.06,0,0.1182,0.171,0.109,1,0.239,0.082,0.0,0.0,1.34,2.68,0.896,0.873,3.534,1.888,2.013,2.013,Low_Usage
6760,10317,2025-10-09 15:00:00,15,3,10,0,Autumn,Small_Commercial,22,1205,7,571,12,0,0,Flat,Basic,28.15,57.71,0,0.1363,0.484,0.043,0,0.333,0.169,0.235,0.0,2.065,0.87,4.727,0.849,3.981,1.34,2.02,2.02,Moderate_Usage
8724,10317,2025-12-30 11:00:00,11,1,12,0,Winter,Small_Commercial,70,5264,7,2757,20,0,0,Flat,Basic,19.85,68.36,0,0.152,0.09,0.071,0,0.224,0.054,0.054,0.0,1.953,0.7,2.03,0.284,6.807,2.065,2.012,2.012,Moderate_Usage
9860,10317,2026-02-15 19:00:00,19,6,2,1,Winter,Residential,23,2917,3,1260,14,0,1,Peak_Valley,Green_Energy,8.61,95.66,1,0.2171,0.198,1.0,0,0.822,0.507,0.663,0.0,2.585,7.21,11.826,1.893,3.43,1.953,2.07,2.07,High_Usage
9870,10317,2026-02-16 05:00:00,5,0,2,0,Winter,Small_Commercial,33,2677,4,1403,7,0,0,Flat,Basic,6.93,79.24,0,0.1475,0.161,0.891,0,0.816,0.142,0.208,0.0,2.412,0.25,12.264,1.48,3.363,2.585,2.101,2.101,High_Usage
9888,10317,2026-02-16 23:00:00,23,0,2,0,Winter,Residential,40,4019,7,2247,11,0,1,Time_of_Use,Green_Energy,5.78,81.74,0,0.1329,0.142,1.0,0,0.681,0.0,0.363,0.087,2.71,1.21,13.252,1.598,5.577,2.412,2.152,2.152,High_Usage
10160,10317,2026-02-28 07:00:00,7,5,2,1,Winter,Residential,68,6670,7,1811,12,0,0,Time_of_Use,Basic,12.28,78.75,1,0.2076,0.142,0.339,0,0.348,0.501,0.707,0.0,2.215,6.26,8.228,0.998,5.221,2.71,2.156,2.156,High_Usage
10370,10317,2026-03-09 01:00:00,1,0,3,0,Spring,Residential,66,3887,1,1397,10,0,0,Flat,Basic,15.59,68.74,0,0.1506,0.156,0.063,0,0.742,0.108,0.211,0.0,1.234,0.56,5.244,0.57,2.547,2.215,2.09,2.09,Low_Usage
11118,10317,2026-04-09 05:00:00,5,3,4,0,Spring,Residential,57,6104,5,1062,10,0,0,Flat,Basic,18.57,83.45,0,0.1416,0.01,0.025,0,0.706,0.053,0.078,0.0,0.865,0.34,3.745,0.29,3.612,1.234,2.009,2.009,Low_Usage
11285,10317,2026-04-16 04:00:00,4,3,4,0,Spring,Residential,69,4017,2,2037,13,0,1,Time_of_Use,Basic,20.78,86.27,0,0.1341,0.075,0.035,1,0.535,0.012,0.052,1.321,2.585,1.09,2.228,2.01,3.777,0.865,2.045,2.045,High_Usage
11388,10317,2026-04-20 11:00:00,11,0,4,0,Spring,Residential,48,3008,3,1441,19,1,0,Flat,Basic,29.26,52.83,0,0.147,0.547,0.082,0,0.379,0.114,0.192,0.0,1.47,0.2,5.804,0.948,4.011,2.585,2.011,2.011,Low_Usage
11954,10317,2026-05-14 01:00:00,1,3,5,0,Spring,Residential,62,7588,1,956,21,0,0,Dynamic_Pricing,Green_Energy,13.48,61.32,0,0.1504,0.144,0.421,0,0.875,0.152,0.182,0.0,1.421,0.54,6.456,0.981,2.986,1.47,1.978,1.978,Low_Usage
12429,10317,2026-06-02 20:00:00,20,1,6,0,Summer,Residential,24,4668,7,1717,10,0,0,Flat,Basic,33.51,52.37,1,0.1459,0.927,0.1,0,0.719,0.573,0.402,0.0,3.026,0.09,9.014,1.751,4.967,1.421,2.033,2.033,Peak_Intensive_Usage
13166,10317,2026-07-03 13:00:00,13,4,7,0,Summer,Residential,73,7161,4,1349,25,0,0,Time_of_Use,Green_Energy,40.29,48.26,0,0.1298,1.0,0.103,0,0.3,0.685,0.0,0.0,2.506,1.52,14.304,1.658,4.749,3.026,2.057,2.057,High_Usage
14538,10317,2026-08-29 17:00:00,17,5,8,1,Summer,Residential,34,640,4,706,19,0,0,Time_of_Use,Basic,34.37,50.99,0,0.1165,1.0,0.04,0,0.176,0.17,0.354,0.0,1.879,2.85,9.728,1.448,3.626,2.506,2.049,2.049,Moderate_Usage
194,10318,2025-01-09 01:00:00,1,3,1,0,Winter,Residential,61,2113,2,2190,24,0,0,Flat,Basic,4.64,74.13,0,0.1276,0.149,1.0,0,0.65,0.189,0.044,0.0,2.391,1.74,13.726,1.507,4.81,2.391,2.391,2.391,High_Usage
1038,10318,2025-02-13 05:00:00,5,3,2,0,Winter,Residential,50,2945,1,1476,15,0,0,Flat,Basic,11.27,73.91,0,0.1446,0.0,0.637,0,0.938,0.155,0.222,0.0,1.53,0.04,8.743,1.065,3.026,2.391,1.961,1.961,Low_Usage
1227,10318,2025-02-21 02:00:00,2,4,2,0,Winter,Residential,54,7412,2,2303,9,0,0,Peak_Valley,Basic,4.54,79.79,0,0.1143,0.113,1.0,0,1.0,0.16,0.0,0.0,2.468,3.07,14.084,1.546,3.723,1.53,2.13,2.13,High_Usage
1442,10318,2025-03-02 01:00:00,1,6,3,1,Spring,Residential,28,3419,7,2526,7,0,0,Flat,Basic,9.7,66.15,0,0.1451,0.105,0.898,0,0.782,0.118,0.259,0.0,2.31,0.01,9.533,1.413,5.536,2.468,2.175,2.175,High_Usage
1522,10318,2025-03-05 09:00:00,9,2,3,0,Spring,Residential,48,5386,2,1522,22,0,1,Time_of_Use,Basic,23.87,73.96,1,0.1965,0.115,0.06,0,0.304,0.002,0.393,0.0,1.412,5.15,2.101,0.391,3.982,2.31,2.022,2.022,Low_Usage
1636,10318,2025-03-10 03:00:00,3,0,3,0,Spring,Residential,27,1661,6,1145,21,1,0,Flat,Premium_Service,16.53,80.48,0,0.1437,0.038,0.018,0,0.532,0.231,0.106,0.0,1.242,0.13,5.126,0.338,4.925,1.412,1.892,1.892,Low_Usage
1882,10318,2025-03-20 09:00:00,9,3,3,0,Spring,Residential,23,3069,4,598,9,1,0,Time_of_Use,Premium_Service,24.95,46.05,1,0.1982,0.114,0.049,0,0.338,0.145,0.959,0.0,1.187,5.32,2.91,0.584,2.718,1.242,1.791,1.791,Low_Usage
1884,10318,2025-03-20 11:00:00,11,3,3,0,Spring,Small_Commercial,30,7282,3,731,19,0,0,Time_of_Use,Basic,30.96,56.63,0,0.1227,0.967,0.073,0,0.404,0.0,0.18,0.0,2.657,2.23,6.889,1.403,3.301,1.187,1.9,1.9,High_Usage
1978,10318,2025-03-24 09:00:00,9,0,3,0,Spring,Residential,73,3910,1,1880,23,0,1,Time_of_Use,Basic,26.62,61.14,1,0.1958,0.406,0.09,0,0.091,0.135,0.612,0.0,2.098,5.08,3.522,0.813,4.07,2.657,1.922,1.922,Moderate_Usage
3314,10318,2025-05-19 01:00:00,1,0,5,0,Spring,Small_Commercial,45,4210,7,1103,22,1,0,Time_of_Use,Basic,13.88,71.84,0,0.1324,0.161,0.392,0,0.893,0.13,0.211,0.0,2.031,1.26,6.682,0.975,5.313,2.098,1.933,1.933,Moderate_Usage
4362,10318,2025-07-01 17:00:00,17,1,7,0,Summer,Medium_Commercial,35,2341,6,2629,9,0,0,Peak_Valley,Basic,32.08,53.93,0,0.1186,0.841,0.1,0,0.339,0.141,0.246,0.0,3.154,2.64,7.863,1.331,5.449,2.031,2.044,2.044,Peak_Intensive_Usage
4401,10318,2025-07-03 08:00:00,8,3,7,0,Summer,Residential,26,4428,3,1201,8,0,0,Flat,Basic,34.7,44.91,1,0.1475,1.0,0.016,1,0.317,0.501,0.696,0.0,3.044,0.25,10.28,2.126,2.891,3.154,2.127,2.127,Peak_Intensive_Usage
4874,10318,2025-07-23 01:00:00,1,2,7,0,Summer,Residential,61,6215,5,2375,19,0,0,Time_of_Use,Basic,21.78,75.96,0,0.1271,0.079,0.02,0,0.669,0.172,0.314,0.0,1.321,1.79,0.963,0.46,5.645,3.044,2.065,2.065,Low_Usage
6648,10318,2025-10-04 23:00:00,23,5,10,1,Autumn,Residential,66,2923,5,1608,8,0,1,Flat,Basic,16.99,67.19,0,0.1415,0.087,0.092,0,1.0,0.088,0.266,0.87,2.12,0.35,4.117,1.427,3.998,1.321,2.069,2.069,Moderate_Usage
6874,10318,2025-10-14 09:00:00,9,1,10,0,Autumn,Residential,69,768,7,601,18,0,0,Time_of_Use,Basic,28.88,53.64,1,0.2151,0.523,0.098,1,0.208,0.125,0.425,0.0,2.363,7.01,5.478,1.397,4.491,2.12,2.089,2.089,High_Usage
7111,10318,2025-10-24 06:00:00,6,4,10,0,Autumn,Residential,58,2852,4,2237,5,0,0,Flat,Basic,27.25,61.42,0,0.1319,0.416,0.044,0,0.308,0.559,0.268,0.0,1.514,1.31,4.008,0.917,4.037,2.363,2.053,2.053,Low_Usage
7890,10318,2025-11-25 17:00:00,17,1,11,0,Autumn,Residential,41,7335,1,694,16,0,0,Time_of_Use,Basic,22.43,54.77,0,0.1267,0.192,0.033,0,0.082,0.102,0.0,0.0,1.007,1.83,0.584,0.328,2.324,1.514,1.991,1.991,Low_Usage
9336,10318,2026-01-24 23:00:00,23,5,1,1,Winter,Residential,25,2478,2,727,23,1,1,Flat,Premium_Service,2.23,79.05,0,0.1495,0.165,1.0,0,0.756,0.157,0.289,3.356,5.375,0.45,15.78,4.795,3.267,1.007,2.179,2.179,Peak_Intensive_Usage
9373,10318,2026-01-26 12:00:00,12,0,1,0,Winter,Small_Commercial,57,6646,4,2062,9,0,0,Time_of_Use,Basic,18.54,61.77,0,0.1288,0.079,0.026,0,0.253,0.891,0.188,0.0,1.79,1.62,2.684,0.584,4.182,5.375,2.159,2.159,Moderate_Usage
11409,10318,2026-04-21 08:00:00,8,1,4,0,Spring,Small_Commercial,45,1226,5,2628,5,0,0,Peak_Valley,Basic,23.6,59.36,1,0.2143,0.129,0.111,0,0.189,0.244,0.582,0.0,1.847,6.93,1.232,0.566,4.778,1.79,2.143,2.143,Moderate_Usage
11846,10318,2026-05-09 13:00:00,13,5,5,1,Spring,Small_Commercial,59,1143,3,2307,8,0,0,Time_of_Use,Green_Energy,29.58,62.51,0,0.1309,0.584,0.007,0,0.099,0.623,0.2,0.0,2.474,1.41,5.81,1.025,3.997,1.847,2.159,2.159,High_Usage
11881,10318,2026-05-11 00:00:00,0,0,5,0,Spring,Small_Commercial,43,7081,6,2071,15,1,0,Dynamic_Pricing,Basic,16.28,80.34,0,0.1105,0.075,0.076,0,0.744,0.0,0.171,0.0,1.96,3.45,5.307,0.436,5.371,2.474,2.15,2.15,Moderate_Usage
11987,10318,2026-05-15 10:00:00,10,4,5,0,Spring,Small_Commercial,37,770,2,768,5,0,0,Dynamic_Pricing,Green_Energy,26.32,56.56,0,0.1086,0.295,0.027,0,0.175,0.119,0.375,0.0,1.211,3.64,3.412,0.574,1.868,1.96,2.109,2.109,Low_Usage
12282,10318,2026-05-27 17:00:00,17,2,5,0,Spring,Residential,64,5040,1,1170,10,0,0,Flat,Basic,23.36,71.1,0,0.1439,0.035,0.065,0,0.353,0.065,0.0,0.0,0.858,0.11,1.575,0.241,2.32,1.211,2.057,2.057,Low_Usage
12871,10318,2026-06-21 06:00:00,6,6,6,1,Summer,Residential,56,2550,4,581,14,0,0,Time_of_Use,Green_Energy,34.12,65.2,0,0.1274,1.0,0.008,0,0.213,0.604,0.267,0.0,2.255,1.76,9.35,1.569,3.101,0.858,2.391,2.051,High_Usage
13389,10318,2026-07-12 20:00:00,20,6,7,1,Summer,Residential,48,736,1,954,21,0,1,Time_of_Use,Premium_Service,28.88,57.34,1,0.1966,0.712,0.033,0,0.692,0.703,0.653,0.0,2.209,5.16,5.293,1.527,2.984,2.255,1.53,2.079,High_Usage
13407,10318,2026-07-13 14:00:00,14,0,7,0,Summer,Small_Commercial,58,7102,1,2361,9,0,0,Time_of_Use,Basic,36.0,50.39,0,0.1264,1.0,0.056,0,0.467,0.106,0.196,0.0,2.606,1.86,10.98,1.488,3.431,2.209,2.468,2.085,High_Usage
13536,10318,2026-07-18 23:00:00,23,5,7,1,Summer,Residential,24,4436,7,1384,13,0,0,Peak_Valley,Green_Energy,26.65,82.61,0,0.1138,0.24,0.105,0,0.723,0.104,0.0,0.0,1.583,3.12,4.618,0.655,4.874,2.606,2.31,2.055,Moderate_Usage
1030,10319,2025-02-12 21:00:00,21,2,2,0,Winter,Residential,41,7413,1,1627,17,0,1,Dynamic_Pricing,Basic,10.33,78.98,1,0.2383,0.169,0.827,0,0.719,0.602,0.394,2.271,4.529,9.33,9.702,3.772,3.337,4.529,4.529,4.529,Peak_Intensive_Usage
1557,10319,2025-03-06 20:00:00,20,3,3,0,Spring,Residential,63,3917,1,907,15,0,0,Peak_Valley,Basic,22.57,59.63,1,0.195,0.177,0.11,0,0.685,0.609,0.386,0.0,1.473,5.0,0.446,0.861,2.457,4.529,3.001,3.001,Low_Usage
2805,10319,2025-04-27 20:00:00,20,6,4,1,Spring,Residential,48,828,1,538,23,0,0,Dynamic_Pricing,Basic,19.37,56.23,1,0.2234,0.191,0.077,0,0.864,0.919,0.499,0.0,1.788,7.84,2.161,1.043,2.728,1.473,2.597,2.597,Moderate_Usage
4535,10319,2025-07-08 22:00:00,22,1,7,0,Summer,Small_Commercial,46,1231,1,936,12,1,0,Time_of_Use,Premium_Service,24.38,69.94,1,0.1929,0.058,0.084,0,0.75,0.058,0.823,0.0,1.64,4.79,2.282,0.611,2.246,1.788,2.358,2.358,Moderate_Usage
4613,10319,2025-07-12 04:00:00,4,5,7,1,Summer,Residential,67,1044,3,973,22,0,1,Flat,Basic,29.24,60.72,0,0.1453,0.519,0.05,0,0.709,0.177,0.243,4.046,5.554,0.03,5.466,4.86,3.783,1.64,2.997,2.997,Peak_Intensive_Usage
6371,10319,2025-09-23 10:00:00,10,1,9,0,Autumn,Residential,37,4512,7,2579,20,0,0,Flat,Basic,27.7,65.77,0,0.1442,0.445,0.087,0,0.281,0.0,0.306,0.0,1.641,0.08,4.563,0.786,6.629,5.554,2.771,2.771,Moderate_Usage
9577,10319,2026-02-04 00:00:00,0,2,2,0,Winter,Residential,65,2670,4,2723,6,0,0,Flat,Basic,6.54,81.51,0,0.1462,0.166,1.0,0,0.719,0.139,0.238,0.0,2.389,0.12,12.67,1.577,4.603,1.641,2.716,2.716,High_Usage
11722,10319,2026-05-04 09:00:00,9,0,5,0,Spring,Residential,72,7083,2,2275,5,0,0,Time_of_Use,Green_Energy,24.88,65.73,1,0.2094,0.146,0.075,0,0.367,0.021,0.767,0.0,1.505,6.44,2.446,0.564,3.375,2.389,2.565,2.565,Low_Usage
11748,10319,2026-05-05 11:00:00,11,1,5,0,Spring,Residential,70,701,4,1563,5,0,1,Flat,Basic,28.89,56.19,0,0.142,0.374,0.031,0,0.288,0.248,0.162,0.0,1.121,0.3,5.358,0.702,3.363,1.505,2.404,2.404,Low_Usage
11935,10319,2026-05-13 06:00:00,6,2,5,0,Spring,Residential,36,1964,6,1951,14,1,0,Flat,Basic,20.34,69.05,0,0.1449,0.01,0.118,0,0.201,0.454,0.265,0.0,1.401,0.01,1.698,0.435,5.171,1.121,2.304,2.304,Low_Usage
12467,10319,2026-06-04 10:00:00,10,3,6,0,Summer,Medium_Commercial,23,6442,3,753,23,0,0,Time_of_Use,Premium_Service,35.55,55.25,0,0.1256,1.0,0.063,1,0.473,0.124,0.062,0.0,3.657,1.94,10.4,1.921,3.643,1.401,2.427,2.427,Peak_Intensive_Usage
13106,10319,2026-07-01 01:00:00,1,2,7,0,Summer,Small_Commercial,44,7561,4,510,13,0,0,Time_of_Use,Basic,28.77,57.92,0,0.1359,0.352,0.075,1,0.74,0.138,0.1,0.0,2.396,0.91,5.182,1.251,2.95,3.657,2.424,2.424,High_Usage
955,10320,2025-02-09 18:00:00,18,6,2,1,Winter,Small_Commercial,73,7432,7,825,21,0,0,Peak_Valley,Basic,9.54,76.42,1,0.2162,0.016,0.602,0,0.304,0.166,0.55,0.0,2.633,7.12,10.166,0.943,4.955,2.633,2.633,2.633,High_Usage
1014,10320,2025-02-12 05:00:00,5,2,2,0,Winter,Residential,72,989,7,961,7,0,0,Flat,Green_Energy,11.48,80.85,0,0.1476,0.089,0.495,0,0.928,0.147,0.16,0.0,1.464,0.26,8.932,1.001,3.971,2.633,2.048,2.048,Low_Usage
1048,10320,2025-02-13 15:00:00,15,3,2,0,Winter,Medium_Commercial,24,4182,6,603,6,0,1,Peak_Valley,Basic,16.68,72.9,0,0.1173,0.045,0.056,0,0.096,0.08,0.142,0.0,1.426,2.77,4.635,0.208,3.183,1.464,1.841,1.841,Low_Usage
1824,10320,2025-03-17 23:00:00,23,0,3,0,Spring,Residential,48,1558,3,662,18,0,0,Peak_Valley,Green_Energy,13.25,67.56,0,0.1261,0.129,0.488,0,0.773,0.068,0.161,0.0,1.809,1.89,6.94,0.965,3.152,1.426,1.833,1.833,Moderate_Usage
